Age,Salary,YearsAtCompany,JobSatisfaction,WorkHours,Promotions,DistanceFromHome,Attrition
58,35400,1,6,63,5,30,1
22,150211,18,10,78,5,40,1
35,35345,13,3,52,3,40,1
31,58896,7,7,67,4,5,0
28,53899,11,4,57,3,38,1
46,53229,25,5,42,2,42,0
25,30583,26,9,58,2,15,0
26,160969,28,6,37,1,36,0
46,96537,14,10,40,3,3,0
24,160639,0,4,76,0,24,1
39,99807,27,8,74,1,41,1
40,154648,2,9,47,3,48,1
53,137652,17,10,79,5,48,1
40,169401,33,5,54,4,47,1
32,96792,31,2,78,3,41,1
21,156300,28,6,51,4,49,1
46,62052,24,8,74,4,12,0
34,71032,25,5,64,2,8,0
58,58686,7,1,58,0,14,1
57,101981,18,8,50,3,18,0
31,123802,21,9,36,0,44,0
56,158881,28,1,41,4,46,1
33,197857,32,8,65,2,20,0
23,192619,34,10,53,0,23,0
53,67818,2,2,61,1,5,1
26,125422,18,4,56,4,1,0
30,96927,9,2,61,1,45,1
25,104465,26,2,61,5,46,1
43,138221,14,10,61,0,2,0
30,62333,10,3,55,0,16,1
22,151457,25,8,40,0,5,0
33,41576,23,4,75,5,22,1
22,144875,12,7,47,3,1,0
40,64405,31,10,68,4,12,0
21,119000,3,3,34,4,19,0
57,56601,12,10,45,4,22,0
29,92946,8,3,40,3,42,1
37,77116,33,2,64,0,44,1
29,129186,6,6,77,0,48,1
31,87894,0,6,40,5,17,0
35,190707,11,1,71,1,13,1
44,32465,20,7,52,3,39,0
58,81754,10,4,63,2,28,1
55,117850,13,3,77,3,3,1
50,134765,33,8,46,5,5,0
51,117691,33,2,39,1,36,0
25,63871,24,9,47,1,15,0
34,54511,3,8,73,1,17,1
31,105960,25,8,37,0,44,0
29,90776,15,3,55,2,46,1
54,69462,9,4,32,1,29,0
32,57574,1,2,53,4,4,0
55,127072,34,2,32,0,32,0
55,197982,18,4,67,2,49,1
21,181258,5,6,31,4,43,0
42,178885,18,5,64,2,38,1
49,103282,7,1,46,5,4,0
28,134779,13,10,38,2,13,0
31,43557,9,1,65,4,20,1
57,184132,2,6,51,3,47,1
34,97104,28,3,60,2,18,1
50,162152,14,3,63,3,49,1
55,169926,22,7,53,2,42,1
41,147013,22,1,38,5,37,1
57,183097,17,1,75,4,12,1
25,66081,18,10,72,2,25,1
39,160440,27,3,31,1,30,0
34,144181,25,8,50,5,15,0
46,52094,9,1,63,1,36,1
24,91766,3,10,56,5,8,0
45,108053,1,4,66,5,28,1
45,180063,2,9,36,2,22,0
38,26301,6,4,51,4,49,1
28,184682,15,10,33,4,38,0
59,106463,30,8,43,0,16,0
34,190750,9,7,63,4,5,0
52,49466,18,3,52,3,46,1
58,196947,27,7,73,2,34,1
53,51081,16,7,71,1,49,1
43,49354,27,10,54,4,38,0
35,118297,18,3,30,1,11,0
53,43300,22,2,77,0,2,1
45,89384,19,9,44,2,25,0
37,120027,12,1,61,4,25,1
53,146684,12,7,43,1,1,0
22,85892,10,4,70,5,31,1
34,60525,14,2,50,4,5,0
59,182604,16,2,76,0,40,1
26,31464,27,8,36,5,4,0
26,41562,18,7,65,1,5,0
23,132392,3,7,50,1,5,0
27,80514,21,5,79,2,16,1
28,138428,21,10,69,2,18,0
35,137564,33,8,41,1,43,0
49,133047,32,2,44,5,17,0
53,57634,32,2,44,2,35,1
50,25060,11,5,46,1,18,0
59,34269,1,1,63,5,4,1
47,48065,27,6,73,3,31,1
56,27895,9,4,64,4,31,1
49,105859,21,6,68,3,9,0
58,168424,16,7,67,3,31,1
53,129127,25,3,43,4,5,0
57,121426,2,8,34,1,36,0
47,188088,6,7,59,1,16,0
53,36962,7,1,33,2,42,1
24,58302,19,6,44,0,41,1
42,110382,11,7,68,1,16,0
22,29011,34,4,64,4,20,0
30,154716,16,2,74,0,30,1
25,44782,27,10,39,4,26,0
30,145654,9,9,31,4,49,0
53,195797,21,7,73,4,31,1
58,34196,32,1,53,0,15,1
33,68459,21,8,57,3,41,1
51,112245,12,3,51,5,38,1
56,103863,26,4,73,4,38,1
44,148206,14,5,61,2,43,1
35,126010,21,1,60,1,20,1
49,57769,29,6,48,5,35,0
28,132529,33,10,50,1,23,0
25,49700,33,6,32,1,44,0
49,30269,34,2,35,0,47,1
24,146631,18,10,61,2,39,0
32,68880,7,6,31,2,25,0
22,139003,32,8,53,5,22,0
47,164392,27,6,74,2,47,1
51,74589,24,4,56,2,8,0
56,60897,16,4,38,2,9,0
56,187002,23,9,42,5,15,0
46,39380,20,6,43,3,48,1
47,95934,1,8,40,2,20,0
25,80830,30,8,43,2,35,0
40,30529,32,7,45,0,37,0
31,119598,29,3,39,0,3,0
30,107987,11,10,49,2,34,0
58,74178,11,1,45,3,34,1
26,163009,23,5,63,2,36,1
28,146952,23,10,45,2,35,0
43,64886,10,10,43,2,9,0
46,74699,12,2,57,4,30,1
32,101396,26,10,47,3,26,0
46,115678,7,2,55,1,12,1
33,50279,9,7,67,2,24,1
38,194178,7,3,36,1,41,1
45,135776,19,8,74,3,19,0
53,126444,7,9,63,2,44,1
32,131300,8,8,76,1,16,1
56,138793,6,6,78,5,26,1
24,141278,13,5,74,1,23,1
25,196616,27,3,36,3,33,0
57,128247,1,3,62,2,42,1
28,33997,7,7,64,4,30,1
48,131102,12,5,79,3,23,1
51,110711,20,6,68,4,10,0
29,141045,27,6,50,2,36,0
49,65860,34,9,78,1,31,1
34,28225,22,1,57,5,43,1
42,135114,14,8,61,5,22,0
31,138218,1,10,73,3,43,1
43,125764,11,5,45,3,43,1
21,132041,2,6,39,3,38,1
57,137224,4,6,52,0,47,1
41,88656,2,1,77,5,2,1
46,101290,18,3,79,5,23,1
56,81633,1,6,44,2,35,1
43,51655,16,9,72,0,37,1
21,146118,13,6,79,3,32,1
35,199673,27,6,35,3,43,0
41,28114,26,1,62,4,12,1
29,51502,9,9,68,0,35,1
29,74768,2,4,41,1,41,1
30,73128,24,2,65,5,3,0
46,176100,21,1,60,2,34,1
55,108123,29,3,39,1,38,1
45,133255,20,3,63,1,24,1
46,191405,29,5,70,2,38,1
31,28174,27,1,39,3,17,1
58,142769,30,7,40,5,40,0
22,60398,25,1,43,4,1,0
27,192001,21,4,32,3,8,0
38,160393,20,6,62,3,15,0
47,148549,0,1,36,0,45,1
54,97635,12,7,33,1,25,0
47,48760,20,10,68,1,8,0
37,167432,8,7,77,5,32,1
44,166385,16,3,39,1,13,0
45,155674,20,4,44,4,46,1
27,161873,30,6,45,4,15,0
26,39130,21,7,67,4,6,0
44,170343,11,4,33,2,33,0
53,172147,5,10,33,5,7,0
49,132215,15,9,65,4,33,1
42,175056,25,9,56,0,47,1
46,113095,4,9,51,0,29,1
48,85942,8,10,51,3,38,0
41,168933,13,6,46,3,37,0
27,123970,29,2,74,5,44,1
37,107203,25,2,63,3,32,1
40,177049,28,4,61,3,3,0
40,113177,18,9,35,0,20,0
42,97902,7,3,62,3,14,1
48,117172,22,6,37,0,28,0
27,171702,34,2,79,4,38,1
21,45056,30,1,65,4,4,0
52,163454,34,5,34,5,15,0
33,80739,31,8,34,2,17,0
50,106685,4,10,76,3,37,1
43,73639,15,10,39,4,24,0
39,25992,16,2,69,4,38,1
52,97394,31,10,36,5,42,0
50,92657,31,9,41,1,41,0
49,52160,19,8,59,1,36,1
49,70156,1,3,54,5,41,1
50,111442,19,1,57,0,8,0
36,175644,17,4,72,2,3,0
39,142925,0,8,42,5,30,0
38,29136,28,3,76,1,22,1
21,86868,28,10,78,2,33,1
34,107263,18,2,51,4,25,1
22,57167,5,7,47,5,30,0
48,135957,7,4,56,0,37,1
50,40479,23,6,37,2,3,0
58,144392,19,5,35,1,4,0
24,187448,13,2,40,4,29,0
21,160895,4,10,58,5,32,1
28,44585,33,2,70,3,23,0
49,173344,15,9,34,4,19,0
59,51619,6,10,36,1,15,0
23,100069,15,2,51,5,16,0
52,64895,6,8,76,1,23,1
30,28720,26,8,33,3,40,0
30,44267,13,1,61,4,46,1
39,171768,13,1,48,2,37,1
54,186040,32,4,74,2,1,0
53,78364,32,2,62,4,19,1
43,179417,19,1,30,2,37,1
48,76567,6,9,75,5,35,1
52,116229,31,3,70,4,30,1
27,175457,2,1,73,4,17,1
49,103518,28,2,79,1,39,1
28,107844,23,8,70,0,49,1
21,188991,21,5,37,1,26,0
23,115697,5,7,61,2,13,1
44,82196,23,6,59,0,22,0
43,140600,22,1,75,4,46,1
28,125625,9,6,57,2,23,1
57,156567,15,7,70,3,44,1
23,69755,10,4,61,2,43,1
53,58324,31,8,54,0,33,0
48,103929,5,8,63,0,27,1
28,157624,23,7,62,4,35,0
54,76272,32,2,42,5,12,0
55,191925,11,6,54,3,9,0
52,188996,26,6,71,4,34,1
44,99462,17,7,69,3,14,1
34,179961,12,6,68,3,37,1
52,79675,29,2,73,4,3,0
36,98591,12,8,78,2,44,1
24,178706,33,4,73,1,44,1
57,57363,29,9,77,3,21,0
41,102004,24,8,39,0,7,0
34,65718,1,3,60,4,33,1
51,138627,17,3,73,5,35,1
38,51870,4,8,40,2,11,0
27,62394,18,2,54,3,45,1
30,77057,17,9,75,5,32,1
27,104795,31,4,74,2,22,1
53,105409,20,6,63,4,42,1
43,38016,9,3,49,5,19,1
41,67137,21,3,36,0,36,0
39,156225,12,3,62,3,37,1
39,163925,16,10,64,3,11,0
56,37379,8,2,58,5,41,1
49,171864,23,8,41,2,13,0
38,146169,13,9,34,4,28,0
22,194439,7,8,41,1,49,1
21,174172,18,10,58,3,15,0
25,151082,27,3,64,0,13,0
40,138089,29,7,49,3,43,1
31,36049,6,10,66,3,33,1
22,156858,25,2,30,1,8,0
23,186771,10,4,45,1,32,1
43,147784,13,6,59,4,37,1
32,72691,20,5,38,3,48,1
40,193112,7,9,71,3,4,0
25,82986,2,10,39,2,18,0
57,194834,27,4,42,2,23,0
58,179672,28,5,77,5,29,1
50,119774,22,4,49,5,2,0
29,175882,17,8,58,0,13,0
54,130315,34,8,33,0,16,0
55,82204,12,3,75,2,8,1
42,45085,11,1,78,5,19,1
44,195851,4,6,57,0,32,1
37,58980,10,2,66,3,3,0
30,81117,10,2,42,5,49,1
50,170213,30,3,32,1,32,0
43,165416,30,8,66,5,41,0
52,40896,12,3,77,3,21,1
37,114353,13,7,48,2,25,0
37,54813,24,10,57,4,17,0
34,90679,32,10,48,4,25,0
29,166753,32,9,46,2,33,0
22,28228,14,8,47,3,31,0
45,160654,15,1,47,0,36,1
59,36397,5,7,52,5,23,0
29,194871,24,7,69,5,47,1
42,62011,14,8,79,0,44,1
24,104183,3,10,38,4,25,0
46,118254,3,5,58,2,49,1
49,67317,29,10,71,2,44,1
54,127489,33,9,58,1,48,0
43,65096,26,9,31,4,30,0
57,78785,30,8,46,2,13,0
31,77344,31,6,74,1,43,1
26,145382,8,6,60,0,47,1
38,184484,7,1,57,4,29,1
41,135489,13,6,72,4,16,0
56,36549,32,4,77,2,38,1
58,50739,22,4,68,2,27,1
54,46209,20,2,59,3,26,1
37,132051,11,4,64,0,11,1
57,40116,1,5,77,0,47,1
45,45045,12,5,49,5,37,1
58,182399,3,5,45,1,3,0
32,60709,19,4,63,1,26,1
43,68617,13,1,43,3,34,1
42,182977,29,10,55,5,33,0
41,144779,28,8,49,0,15,0
47,67919,7,3,71,1,2,1
51,108521,11,2,53,0,28,1
26,31447,25,9,72,0,20,0
47,30499,1,7,47,5,38,1
54,64041,13,9,72,1,44,1
32,56315,5,2,38,2,16,0
27,157371,30,9,48,2,46,0
30,145506,16,10,49,5,4,0
37,161066,24,9,71,1,8,0
46,163561,31,9,59,3,44,0
41,116647,11,10,55,4,46,1
48,57355,12,10,60,5,20,0
22,98805,18,4,64,0,26,1
21,93367,24,10,32,5,32,0
56,134906,30,3,69,4,13,0
46,142409,24,6,58,5,5,0
49,102355,15,3,35,1,44,1
41,141220,22,9,30,0,42,0
31,112173,13,3,53,4,13,0
31,26996,5,2,67,2,41,1
56,69387,24,8,63,3,11,0
59,28089,22,6,36,5,37,0
55,123827,11,8,40,5,32,0
54,45659,12,7,40,4,45,1
44,70178,33,3,65,3,42,1
42,120965,5,8,49,5,18,0
25,106268,7,10,45,2,29,0
53,110042,7,1,34,4,15,0
56,131471,32,1,53,1,20,0
40,95111,33,10,59,0,44,0
39,190637,14,8,59,2,36,1
55,125435,34,9,68,3,5,0
37,114242,21,10,77,3,40,1
54,138204,22,6,76,2,37,1
29,178956,21,5,66,1,33,1
46,42199,4,2,62,5,18,1
22,85038,30,9,49,1,19,0
29,82786,12,6,51,5,32,0
29,134636,27,8,70,5,42,1
37,74294,19,9,50,3,22,0
21,190250,32,9,66,5,41,1
45,168737,15,8,56,2,1,0
45,25534,28,10,67,5,25,0
59,116828,22,8,64,2,20,0
55,61132,23,3,67,0,35,1
23,140720,33,3,69,3,45,1
57,61110,6,2,35,1,6,0
50,88580,3,1,61,4,6,1
58,178541,33,4,45,1,37,1
54,89016,21,2,57,1,49,1
32,71233,4,2,45,4,3,0
39,154863,22,5,56,3,37,1
57,131311,14,4,32,5,31,0
37,59409,30,1,78,0,35,1
30,175396,8,9,50,1,45,1
32,164810,24,4,67,5,15,0
36,49054,24,5,67,1,17,1
44,54709,20,7,59,3,15,0
39,134321,8,2,51,3,5,1
28,25363,21,8,48,2,22,0
51,35358,22,2,60,3,46,1
41,159312,3,10,49,3,11,0
37,70689,28,5,76,1,28,1
43,26936,14,2,48,0,14,0
57,137272,0,2,31,1,39,1
36,116074,29,4,69,5,3,0
26,25882,28,4,68,3,42,1
28,176296,19,8,56,2,11,0
45,130227,32,6,37,0,30,0
38,150865,21,10,74,2,38,0
45,148745,12,8,56,4,5,0
32,186897,6,7,44,2,22,0
35,53885,7,10,41,2,13,0
46,196128,27,4,76,5,44,1
46,159275,8,2,43,3,21,1
52,158316,24,9,36,5,37,0
30,123322,15,2,46,3,25,1
36,93619,9,1,55,5,21,1
27,46584,10,8,66,3,28,1
37,33521,30,10,49,3,41,0
43,58541,11,9,39,3,4,0
46,54063,30,1,48,2,29,1
41,95268,13,7,47,4,47,1
42,151218,31,2,59,3,35,1
27,143206,16,6,59,4,23,0
34,195635,34,5,54,4,7,0
35,195824,0,1,53,1,46,1
27,158639,28,2,39,1,46,1
29,172193,3,2,31,0,9,0
28,157746,22,10,67,5,23,0
43,101411,27,10,61,1,3,0
49,134876,15,6,64,3,9,0
38,185212,11,1,66,4,4,1
51,165399,20,4,36,5,49,1
50,48331,16,10,36,0,25,0
59,48004,12,5,56,1,6,0
55,144243,31,2,39,2,48,1
38,166564,14,2,62,5,18,0
59,169821,11,7,72,0,45,1
37,88217,14,7,36,3,7,0
34,114044,33,6,35,5,35,0
51,34045,5,1,35,4,31,1
44,45116,16,3,42,3,38,1
55,43667,19,9,77,3,32,1
54,100057,8,10,42,5,35,0
23,99205,4,1,31,2,28,1
57,52302,22,2,48,2,44,1
46,167355,32,8,48,5,5,0
43,187007,13,7,79,5,30,1
59,97534,16,9,67,5,22,0
35,187696,18,10,31,4,17,0
24,38440,32,4,55,1,10,0
49,136001,0,4,35,3,7,0
42,71501,12,7,49,5,4,0
45,157341,26,1,52,1,42,1
33,32868,5,10,44,4,27,0
38,186323,5,9,35,3,7,0
53,102909,32,2,57,1,23,1
36,109523,29,1,64,3,11,0
22,194801,34,7,40,2,8,0
55,40734,22,6,37,5,8,0
54,198501,9,3,79,2,37,1
50,197409,18,1,78,0,5,1
33,196397,27,5,53,4,7,0
33,108600,22,10,50,5,22,0
38,33433,3,4,78,1,36,1
52,165183,19,5,65,3,2,0
52,128986,18,1,36,0,24,1
55,88753,26,1,34,4,2,0
59,138783,33,5,58,4,48,1
49,46751,3,6,45,4,12,0
49,172525,6,5,35,1,47,1
36,195040,6,2,43,5,42,1
30,186149,25,9,31,2,26,0
50,190847,25,5,54,0,38,1
45,73570,18,5,60,1,45,1
59,49503,8,10,79,3,6,0
40,158851,19,9,79,1,23,1
25,111840,15,3,42,3,2,0
21,156827,16,5,47,3,26,0
50,64263,21,5,46,4,14,0
23,133491,12,2,74,1,18,1
34,80087,11,4,57,2,38,1
50,198353,9,2,41,3,32,1
24,76482,0,5,64,4,14,1
38,147989,31,10,51,2,30,0
57,173472,29,2,68,1,13,0
45,65115,7,10,30,2,40,0
21,39249,20,9,66,1,31,1
35,135361,21,10,50,3,37,0
29,49600,17,6,30,0,45,0
35,62706,1,8,33,0,38,1
44,44222,8,9,61,5,22,1
24,124041,2,8,30,5,28,0
32,129504,25,5,42,3,19,0
57,66139,20,5,75,2,43,1
57,139919,29,6,76,1,16,0
26,66302,27,1,46,0,5,0
59,112838,25,8,41,1,44,0
44,164718,33,2,36,3,49,1
31,169615,7,6,32,2,2,0
33,178857,9,9,79,1,10,0
54,103353,13,3,55,2,47,1
45,187478,14,2,60,0,19,1
27,113992,16,10,65,1,20,0
24,76428,17,5,55,4,29,1
28,48777,31,9,32,0,25,0
40,82939,22,6,73,2,17,1
49,111450,22,8,57,3,13,0
30,185625,34,8,73,4,45,1
54,48548,14,7,46,5,16,0
46,193337,23,5,67,1,35,1
23,150549,27,2,76,5,36,1
26,196773,15,10,59,0,39,1
25,162799,15,10,31,1,3,0
25,188499,5,5,37,1,9,0
43,172764,1,7,43,4,40,1
29,56625,12,7,66,4,46,1
55,49918,8,2,64,4,29,1
40,197208,33,7,71,4,5,0
55,139826,16,6,68,3,3,0
38,139881,26,7,40,2,10,0
37,40577,28,8,44,4,31,0
44,110155,21,4,31,0,11,0
23,136776,23,1,66,1,17,1
52,124246,6,8,72,5,40,1
55,183761,33,8,61,4,41,1
58,167226,11,3,69,0,8,1
33,119948,22,3,42,3,2,0
45,46341,14,5,72,0,4,1
29,122554,32,3,46,5,16,0
24,132798,12,5,44,5,41,1
34,71330,22,8,62,0,41,1
57,112759,31,1,45,3,21,0
54,111807,34,2,42,5,5,0
31,58313,0,2,51,3,35,1
23,71900,4,4,52,1,14,1
48,103840,12,9,65,4,15,0
49,190767,4,2,72,5,6,0
29,186297,31,9,79,0,16,0
23,111072,20,7,79,2,23,1
45,121367,23,10,39,2,31,0
54,74156,17,8,46,1,42,1
32,112453,20,1,59,2,46,1
29,183901,9,5,42,1,12,0
35,50938,23,9,59,4,41,1
45,84164,20,4,75,1,19,1
25,85282,24,2,59,3,12,0
31,72801,22,6,36,3,45,1
54,165537,21,2,39,3,13,0
44,28326,3,3,64,5,49,1
35,159731,33,8,31,3,2,0
58,183666,5,3,59,3,20,1
28,140819,27,2,48,3,31,0
25,29763,30,6,68,3,9,0
46,166900,34,3,66,5,21,0
38,72588,22,1,32,3,8,0
26,36221,5,3,54,3,39,1
57,167283,15,6,63,4,37,0
33,38569,1,3,51,5,29,1
48,62860,23,9,67,3,19,0
25,70337,16,7,43,1,35,0
33,169587,0,5,68,4,45,1
37,96695,5,2,31,5,38,0
52,131749,4,9,61,2,26,1
49,180976,28,5,72,0,11,0
23,68790,11,7,32,5,36,0
54,93580,2,9,70,4,35,1
47,30636,0,4,37,3,4,0
33,102129,26,9,55,4,3,0
53,158964,23,1,61,0,45,1
26,46672,18,6,40,0,47,1
44,30812,7,2,79,5,12,1
39,25654,1,8,30,3,32,0
36,79633,29,5,44,3,47,1
48,42143,29,3,33,1,26,0
53,80934,31,2,33,0,43,1
33,92334,0,8,57,3,43,1
45,128463,12,7,39,0,13,0
56,150851,10,9,40,1,44,1
47,54087,9,8,79,2,38,1
58,167690,25,4,52,0,29,1
27,33446,19,2,76,1,19,1
25,127127,16,2,32,1,35,1
51,73867,16,2,68,1,48,1
43,85101,3,6,68,4,41,1
30,183272,4,7,46,5,27,1
52,113074,22,6,51,3,46,1
50,143422,9,2,56,0,31,1
59,112892,27,4,45,5,3,0
51,145044,32,3,45,4,35,0
38,64148,25,4,69,0,24,1
56,107928,28,5,32,5,7,0
22,176770,26,7,76,4,35,1
34,198542,17,9,62,3,21,0
33,76660,9,2,71,1,1,1
49,60450,4,8,31,5,44,0
32,58757,9,3,68,5,6,0
59,103012,20,9,75,0,39,1
22,131750,23,10,77,1,34,1
52,152043,2,4,56,3,18,1
33,187462,30,3,44,0,25,0
47,81116,1,10,36,2,15,0
37,169233,1,6,74,2,47,1
51,57152,33,10,71,2,32,1
54,131379,19,9,38,3,42,0
44,45836,32,7,70,2,49,1
55,182403,3,4,35,5,18,0
26,166835,10,3,41,0,31,0
39,94444,4,10,59,5,29,1
50,118109,24,4,49,2,15,0
27,175259,33,3,49,0,23,0
30,168029,8,3,75,5,38,1
52,160451,5,9,56,3,41,1
54,184031,17,4,49,1,11,0
48,107018,13,9,36,5,15,0
35,148076,18,10,69,4,23,0
50,183177,13,5,69,2,3,0
57,156949,16,7,59,4,19,0
49,108788,34,5,37,1,1,0
42,121870,28,1,31,3,24,0
24,108308,16,2,43,5,49,1
40,82913,7,5,39,3,11,0
52,27637,0,6,79,1,30,1
56,67025,6,7,47,4,11,0
24,124508,4,2,47,5,39,1
47,107464,23,10,45,2,1,0
37,53742,27,9,34,0,12,0
32,36831,16,6,60,3,4,0
42,138768,19,2,66,1,25,1
37,110092,2,2,49,5,8,0
30,115879,25,3,52,4,15,0
21,113370,14,1,61,2,43,1
42,151537,7,9,71,4,30,1
46,129824,12,10,46,2,40,1
38,113741,2,4,42,5,32,1
34,43830,0,5,78,0,44,1
49,80044,8,7,79,0,35,1
32,98948,30,1,42,1,21,0
56,94202,25,3,46,1,31,1
55,62045,16,3,44,2,36,1
32,132509,33,2,55,2,27,0
27,182699,8,8,73,2,44,1
49,40198,12,5,57,2,8,0
31,94521,4,1,71,5,23,1
53,131471,12,2,74,5,23,1
26,54475,0,1,59,0,42,1
35,44403,24,6,72,1,33,1
52,28681,3,9,64,1,13,0
31,116555,9,7,51,3,39,1
43,143884,27,5,39,1,35,1
46,118122,5,3,40,1,16,1
54,140260,26,8,67,4,12,0
54,198364,11,10,62,4,31,0
49,130386,2,4,35,3,5,0
24,161701,32,9,66,2,40,0
37,118246,9,5,36,3,44,1
55,120864,30,6,73,3,25,0
33,33417,14,5,41,0,21,0
59,143888,6,10,36,5,3,0
35,190837,13,7,31,1,48,0
49,99499,13,7,30,0,10,0
49,155908,2,1,52,5,23,1
31,52675,2,2,54,1,17,1
52,196635,21,7,47,3,42,0
22,36332,18,8,73,1,35,1
34,44177,34,4,36,2,25,0
40,155560,11,6,32,2,2,0
42,82104,4,10,58,3,27,1
31,109335,9,3,39,4,46,1
47,139938,32,7,72,2,9,0
23,105730,12,3,34,3,49,1
37,161023,34,7,63,0,4,0
48,53333,31,8,37,4,26,0
49,46673,10,3,43,2,32,1
41,139421,23,2,69,3,29,1
36,65870,34,6,35,3,22,0
57,152536,18,4,30,0,47,1
40,96101,5,8,62,0,13,1
26,47821,34,2,69,4,23,1
39,50494,3,4,40,5,31,0
25,124477,32,2,79,2,41,1
23,151083,12,2,53,3,36,1
21,137698,18,2,39,4,40,0
58,136560,11,1,73,4,31,1
35,156907,10,4,52,0,15,1
54,43646,5,2,45,3,14,0
55,148777,11,9,66,1,35,1
45,102360,26,9,45,5,24,0
44,62335,24,7,73,5,30,1
32,94351,2,6,60,0,30,1
38,139934,2,3,35,3,27,0
35,158501,19,7,59,4,49,1
36,66950,27,1,66,5,40,1
47,85654,22,9,30,4,14,0
28,132422,2,4,71,2,45,1
45,134934,23,6,54,1,47,1
37,144975,5,6,75,0,11,1
49,116186,19,3,50,5,47,1
28,129234,10,4,64,2,44,1
35,127326,31,10,67,2,26,0
47,102527,26,3,34,1,21,0
27,111704,20,6,78,0,9,1
23,187171,12,1,79,0,47,1
49,195457,21,8,41,4,1,0
44,191991,34,8,34,0,44,0
23,121952,21,9,38,2,6,0
40,85782,27,6,73,4,1,0
35,96116,20,1,38,0,22,1
45,114626,17,3,64,1,13,1
50,196459,30,1,30,2,38,0
34,171895,20,5,76,3,49,1
27,71015,13,3,39,1,45,1
37,127877,24,2,75,1,41,1
40,40339,26,3,68,0,40,1
56,159563,22,9,65,4,31,0
29,156778,30,8,66,4,15,0
58,122493,28,3,77,2,2,0
42,171800,29,2,64,0,31,1
22,163069,25,5,46,4,26,0
44,154526,19,1,42,5,2,0
28,194595,18,4,35,3,11,0
31,146648,26,8,66,5,33,0
33,50163,24,1,77,0,18,1
37,173790,22,5,61,0,21,1
28,112508,28,4,40,4,31,0
41,64619,14,6,46,1,26,1
38,37126,2,7,34,0,30,0
50,89926,9,9,35,1,39,0
38,65633,14,1,39,2,21,1
51,28317,15,10,62,2,49,1
58,69980,16,4,59,4,16,0
52,69115,18,6,50,2,7,0
31,68158,10,10,71,5,22,0
45,130364,4,7,46,5,7,0
53,40504,4,7,56,5,2,0
58,182732,13,8,32,4,37,0
28,62196,25,10,58,4,14,0
31,90938,7,8,31,5,8,0
42,164677,4,8,58,1,29,1
44,82388,6,8,78,5,44,1
37,80501,15,8,65,1,7,0
32,52043,13,6,63,2,38,1
52,58635,3,9,66,1,45,1
35,105691,16,3,71,0,22,1
36,58132,5,6,30,3,44,0
42,40366,15,5,55,0,17,0
48,118944,28,8,30,0,16,0
40,140267,9,4,33,4,33,0
53,64236,28,4,68,3,39,1
30,29150,13,10,43,4,35,0
52,136369,3,10,75,1,38,1
53,44423,12,5,47,5,32,1
22,29137,17,6,63,1,3,0
53,54992,32,4,30,3,3,0
53,135540,20,2,51,2,8,0
33,140140,15,2,45,1,46,1
50,146225,14,3,51,0,31,1
53,91917,4,2,79,3,9,1
33,98690,5,1,45,3,5,0
46,59235,2,8,57,1,28,1
42,44122,11,5,57,1,15,0
59,48956,32,10,51,4,49,0
22,88879,32,1,35,4,27,1
58,83560,30,9,54,0,42,1
59,135310,20,8,71,3,31,1
46,180732,26,4,31,2,40,0
35,26168,26,8,36,2,18,0
54,70124,7,10,46,3,38,0
31,191969,31,7,64,0,49,1
23,171104,25,7,49,4,4,0
26,77797,1,1,73,4,21,1
29,60294,11,6,31,4,47,1
26,199899,21,4,36,2,42,0
29,28516,16,10,61,2,23,0
59,175823,6,10,78,0,45,1
51,55373,3,10,48,2,22,0
52,147026,31,2,41,1,1,0
32,55270,10,10,38,2,25,0
28,166458,0,7,56,4,41,1
28,90184,24,9,43,0,28,0
48,62879,23,5,31,3,37,0
40,74597,16,8,50,3,11,0
27,195204,7,5,33,0,22,0
31,28626,26,7,50,1,25,0
40,110936,17,7,77,3,21,1
36,106515,26,9,51,4,36,0
24,80390,21,3,78,3,20,1
26,172717,15,1,31,3,16,0
42,79144,1,2,46,4,28,1
46,169454,4,6,48,2,29,0
23,29025,17,10,69,1,26,1
34,199298,2,10,53,4,40,0
31,104380,26,9,49,4,2,0
38,143910,16,3,67,5,49,1
32,121055,15,10,41,0,10,0
43,151189,5,2,54,1,13,1
32,159515,6,1,52,2,15,1
33,46395,13,2,79,5,9,1
45,35725,14,3,63,4,27,1
39,58461,32,7,61,5,8,0
56,66115,26,2,53,2,6,0
28,135084,28,5,71,5,36,1
49,108732,4,2,54,5,24,1
52,104557,28,7,32,5,3,0
38,96260,31,10,54,4,26,0
26,184762,5,8,57,4,36,1
38,26407,1,8,41,0,21,0
39,98568,5,8,55,3,13,0
42,83560,3,10,77,1,11,0
57,173866,28,9,73,0,8,0
52,175953,24,1,37,2,46,1
23,116288,8,1,34,5,46,1
48,144020,2,10,40,4,48,0
30,124301,25,2,71,5,14,1
55,39390,26,6,64,4,33,1
49,52307,31,1,56,1,2,0
35,49502,0,5,70,0,1,1
53,47486,15,5,73,0,11,1
27,136813,10,4,67,2,6,0
32,194330,25,5,48,0,32,0
50,128920,0,1,77,0,15,1
41,107768,25,6,61,3,12,0
51,166820,27,7,75,1,37,1
44,87785,8,8,57,5,29,0
40,101050,21,2,65,0,44,1
57,47738,7,7,47,2,22,0
24,99231,26,6,39,5,46,0
48,98606,18,9,61,4,14,0
40,66662,24,8,47,0,19,0
